"EventType","InsertText","DeleteText","SourceLocation","ClientTimestamp","CodeStateSection","ToolInstances","EditType","X-Metadata","CodeStateID","X-Compilable","EventID","SubjectID","AssignmentID"
"X-Keystroke","a",,"842","1738000639841","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"a",,,,,
"X-Keystroke","t",,"841","1738000640904","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"t",,,,,
"X-Keystroke","h",,"842","1738000640994","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"h",,,,,
"X-Keystroke","e",,"843","1738000641108","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"e",,,,,
"X-Keystroke"," ",,"844","1738000641195","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Keystroke","l",,"845","1738000641341","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"l",,,,,
"X-Keystroke","i",,"846","1738000641426","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"i",,,,,
"X-Keystroke","n",,"847","1738000641522","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"n",,,,,
"X-Keystroke","k",,"848","1738000641658","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"k",,,,,
"X-Keystroke","e",,"849","1738000641745","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"e",,,,,
"X-Keystroke","d",,"850","1738000641913","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"d",,,,,
"X-Keystroke"," ",,"851","1738000641955","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Keystroke","l",,"852","1738000642001","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"l",,,,,
"X-Keystroke","i",,"853","1738000642090","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"i",,,,,
"X-Keystroke","s",,"854","1738000642185","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"s",,,,,
"X-Keystroke","t",,"855","1738000642274","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"t",,,,,
"X-Keystroke"," ",,"856","1738000642347","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",," ",,,,,
"File.Edit","t","","840","1738000640903","searchInLinkedList.java","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","t",,"841","1738000640904","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"t",,,,,
"File.Edit","h","","841","1738000640993","searchInLinkedList.java","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","h",,"842","1738000640994","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"h",,,,,
"File.Edit","e","","842","1738000641106","searchInLinkedList.java","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","e",,"843","1738000641108","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"e",,,,,
"File.Edit"," ","","843","1738000641194","searchInLinkedList.java","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"844","1738000641195","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",," ",,,,,
"File.Edit","l","","844","1738000641339","searchInLinkedList.java","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","l",,"845","1738000641341","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"l",,,,,
"File.Edit","i","","845","1738000641425","searchInLinkedList.java","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","i",,"846","1738000641426","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"i",,,,,
"File.Edit","n","","846","1738000641521","searchInLinkedList.java","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","n",,"847","1738000641522","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"n",,,,,
"File.Edit","k","","847","1738000641657","searchInLinkedList.java","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","k",,"848","1738000641658","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"k",,,,,
"File.Edit","e","","848","1738000641744","searchInLinkedList.java","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","e",,"849","1738000641745","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"e",,,,,
"File.Edit","d","","849","1738000641912","searchInLinkedList.java","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","d",,"850","1738000641913","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"d",,,,,
"File.Edit"," ","","850","1738000641954","searchInLinkedList.java","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"851","1738000641955","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",," ",,,,,
"File.Edit","l","","851","1738000642000","searchInLinkedList.java","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","l",,"852","1738000642001","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"l",,,,,
"File.Edit","i","","852","1738000642089","searchInLinkedList.java","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","i",,"853","1738000642090","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"i",,,,,
"File.Edit","s","","853","1738000642184","searchInLinkedList.java","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","s",,"854","1738000642185","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"s",,,,,
"File.Edit","t","","854","1738000642272","searchInLinkedList.java","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","t",,"855","1738000642274","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"t",,,,,
"File.Edit"," ","","855","1738000642346","searchInLinkedList.java","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"856","1738000642347","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",," ",,,,,
"File.Edit","L","","856","1738000643592","searchInLinkedList.java","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","L",,"857","1738000643594","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"L",,,,,
"File.Edit","e","","857","1738000643752","searchInLinkedList.java","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","e",,"858","1738000643753","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"e",,,,,
"File.Edit","f","","858","1738000643857","searchInLinkedList.java","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","f",,"859","1738000643858","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"f",,,,,
"X-Keystroke","L",,"857","1738000643594","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"L",,,,,
"X-Keystroke","e",,"858","1738000643753","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"e",,,,,
"X-Keystroke","f",,"859","1738000643858","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"f",,,,,
"X-Keystroke","t",,"860","1738000644066","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"t",,,,,
"X-Keystroke"," ",,"861","1738000644140","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Keystroke","o",,"862","1738000644251","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"o",,,,,
"X-Keystroke","t",,"863","1738000644306","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"t",,,,,
"X-Keystroke"," ",,"864","1738000644429","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Keystroke","R",,"865","1738000644693","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"R",,,,,
"X-Keystroke","i",,"866","1738000644755","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"i",,,,,
"X-Keystroke","t",,"862","1738000645790","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"t",,,,,
"X-Keystroke","o",,"863","1738000645890","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"o",,,,,
"X-Keystroke"," ",,"864","1738000646011","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Keystroke","r",,"865","1738000646123","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"r",,,,,
"X-Keystroke","R",,"865","1738000646490","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"R",,,,,
"X-Keystroke","i",,"866","1738000646602","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"i",,,,,
"X-Keystroke","j",,"841","1738000639745","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"j",,,,,
"X-Keystroke","a",,"842","1738000639841","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"a",,,,,
"X-Keystroke","t",,"841","1738000640904","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"t",,,,,
"X-Keystroke","h",,"842","1738000640994","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"h",,,,,
"X-Keystroke","e",,"843","1738000641108","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"e",,,,,
"X-Keystroke"," ",,"844","1738000641195","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Keystroke","l",,"845","1738000641341","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"l",,,,,
"X-Keystroke","i",,"846","1738000641426","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"i",,,,,
"X-Keystroke","n",,"847","1738000641522","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"n",,,,,
"X-Keystroke","k",,"848","1738000641658","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"k",,,,,
"X-Keystroke","e",,"849","1738000641745","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"e",,,,,
"X-Keystroke","d",,"850","1738000641913","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"d",,,,,
"X-Keystroke"," ",,"851","1738000641955","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Keystroke","l",,"852","1738000642001","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"l",,,,,
"X-Keystroke","i",,"853","1738000642090","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"i",,,,,
"X-Keystroke","s",,"854","1738000642185","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"s",,,,,
"X-Keystroke","t",,"855","1738000642274","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"t",,,,,
"X-Keystroke"," ",,"856","1738000642347","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Keystroke","L",,"857","1738000643594","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"L",,,,,
"X-Keystroke","e",,"858","1738000643753","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"e",,,,,
"X-Keystroke","f",,"859","1738000643858","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"f",,,,,
"X-Keystroke","t",,"860","1738000644066","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"t",,,,,
"X-Keystroke"," ",,"861","1738000644140","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Keystroke","o",,"862","1738000644251","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"o",,,,,
"X-Keystroke","t",,"863","1738000644306","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"t",,,,,
"X-Keystroke"," ",,"864","1738000644428","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Keystroke","R",,"865","1738000644693","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"R",,,,,
"X-Keystroke","i",,"866","1738000644755","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"i",,,,,
"X-Keystroke","t",,"862","1738000645789","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"t",,,,,
"X-Keystroke","o",,"863","1738000645890","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"o",,,,,
"X-Keystroke"," ",,"864","1738000646011","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Keystroke","r",,"865","1738000646123","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"r",,,,,
"X-Keystroke","R",,"865","1738000646490","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"R",,,,,
"X-Keystroke","i",,"866","1738000646601","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"i",,,,,
"File.Edit","t","","859","1738000644065","searchInLinkedList.java","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","t",,"860","1738000644066","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"t",,,,,
"File.Edit"," ","","860","1738000644139","searchInLinkedList.java","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"861","1738000644140","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",," ",,,,,
"File.Edit","o","","861","1738000644249","searchInLinkedList.java","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","o",,"862","1738000644251","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"o",,,,,
"File.Edit","t","","862","1738000644305","searchInLinkedList.java","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","t",,"863","1738000644306","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"t",,,,,
"File.Edit"," ","","863","1738000644427","searchInLinkedList.java","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"864","1738000644429","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",," ",,,,,
"File.Edit","R","","864","1738000644691","searchInLinkedList.java","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","R",,"865","1738000644693","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"R",,,,,
"File.Edit","i","","865","1738000644754","searchInLinkedList.java","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","i",,"866","1738000644755","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"i",,,,,
"X-Action","Backspace",,,"1738000645032","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","i","865","1738000645052","searchInLinkedList.java","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1738000645193","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","R","864","1738000645194","searchInLinkedList.java","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1738000645352","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit",""," ","863","1738000645353","searchInLinkedList.java","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1738000645520","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","t","862","1738000645521","searchInLinkedList.java","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1738000645657","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","o","861","1738000645658","searchInLinkedList.java","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","t","","861","1738000645788","searchInLinkedList.java","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","t",,"862","1738000645790","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"t",,,,,
"File.Edit","o","","862","1738000645888","searchInLinkedList.java","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","o",,"863","1738000645890","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"o",,,,,
"File.Edit"," ","","863","1738000646010","searchInLinkedList.java","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"864","1738000646011","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",," ",,,,,
"File.Edit","r","","864","1738000646121","searchInLinkedList.java","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","r",,"865","1738000646123","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"r",,,,,
"X-Action","Backspace",,,"1738000646361","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","r","864","1738000646363","searchInLinkedList.java","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","R","","864","1738000646489","searchInLinkedList.java","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","R",,"865","1738000646490","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"R",,,,,
"File.Edit","i","","865","1738000646600","searchInLinkedList.java","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","i",,"866","1738000646602","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"i",,,,,
"File.Edit","g","","866","1738000646704","searchInLinkedList.java","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","g",,"867","1738000646705","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"g",,,,,
"File.Edit","h","","867","1738000646817","searchInLinkedList.java","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","h",,"868","1738000646819","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"h",,,,,
"File.Edit","t","","868","1738000646888","searchInLinkedList.java","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","t",,"869","1738000646889","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"t",,,,,
"X-Action","Enter",,,"1738000647008","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"Enter",,,,,
"File.Edit","    
","","870","1738000647010","searchInLinkedList.java","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","g",,"867","1738000646705","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"g",,,,,
"X-Keystroke","h",,"868","1738000646819","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"h",,,,,
"X-Keystroke","t",,"869","1738000646889","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"t",,,,,
"X-Keystroke","g",,"867","1738000646705","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"g",,,,,
"X-Keystroke","h",,"868","1738000646819","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"h",,,,,
"X-Keystroke","t",,"869","1738000646889","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"t",,,,,
"File.Edit","","    ","820","1738000647735","searchInLinkedList.java","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"X-Action","EditorChange",,,"1738000648988","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"EditorChange",,,,,
"X-Keystroke","N",,"871","1738000661221","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"N",,,,,
"X-Keystroke","o",,"872","1738000661419","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"o",,,,,
"X-Keystroke","d",,"873","1738000661545","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"d",,,,,
"X-Keystroke","e",,"874","1738000661769","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"e",,,,,
"X-Keystroke"," ",,"875","1738000662639","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Keystroke","c",,"876","1738000662910","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"c",,,,,
"X-Keystroke","u",,"877","1738000663020","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"u",,,,,
"X-Keystroke","r",,"878","1738000663128","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"r",,,,,
"X-Keystroke","r",,"879","1738000663295","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"r",,,,,
"X-Keystroke","e",,"880","1738000663388","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"e",,,,,
"X-Keystroke","n",,"881","1738000663492","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"n",,,,,
"X-Keystroke","t",,"882","1738000663631","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"t",,,,,
"X-Keystroke"," ",,"883","1738000663759","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Keystroke","=",,"884","1738000663837","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"=",,,,,
"X-Keystroke"," ",,"885","1738000663989","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Keystroke","N",,"871","1738000661221","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"N",,,,,
"X-Keystroke","o",,"872","1738000661419","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"o",,,,,
"X-Keystroke","d",,"873","1738000661545","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"d",,,,,
"X-Keystroke","e",,"874","1738000661769","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"e",,,,,
"X-Keystroke"," ",,"875","1738000662639","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Keystroke","c",,"876","1738000662910","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"c",,,,,
"X-Keystroke","u",,"877","1738000663020","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"u",,,,,
"X-Keystroke","r",,"878","1738000663128","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"r",,,,,
"X-Keystroke","r",,"879","1738000663295","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"r",,,,,
"X-Keystroke","e",,"880","1738000663388","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"e",,,,,
"X-Keystroke","n",,"881","1738000663492","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"n",,,,,
"X-Keystroke","t",,"882","1738000663631","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"t",,,,,
"X-Keystroke"," ",,"883","1738000663759","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Keystroke","=",,"884","1738000663837","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"=",,,,,
"X-Keystroke"," ",,"885","1738000663989","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",," ",,,,,
"File.Edit","N","","870","1738000661220","searchInLinkedList.java","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","N",,"871","1738000661221","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"N",,,,,
"File.Edit","o","","871","1738000661412","searchInLinkedList.java","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","o",,"872","1738000661419","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"o",,,,,
"File.Edit","d","","872","1738000661531","searchInLinkedList.java","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","d",,"873","1738000661545","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"d",,,,,
"File.Edit","e","","873","1738000661762","searchInLinkedList.java","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","e",,"874","1738000661769","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"e",,,,,
"File.Edit"," ","","874","1738000662638","searchInLinkedList.java","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"875","1738000662639","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",," ",,,,,
"File.Edit","c","","875","1738000662908","searchInLinkedList.java","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","c",,"876","1738000662910","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"c",,,,,
"File.Edit","u","","876","1738000663019","searchInLinkedList.java","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","u",,"877","1738000663020","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"u",,,,,
"File.Edit","r","","877","1738000663126","searchInLinkedList.java","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","r",,"878","1738000663128","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"r",,,,,
"File.Edit","r","","878","1738000663294","searchInLinkedList.java","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","r",,"879","1738000663295","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"r",,,,,
"File.Edit","e","","879","1738000663387","searchInLinkedList.java","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","e",,"880","1738000663388","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"e",,,,,
"File.Edit","n","","880","1738000663491","searchInLinkedList.java","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","n",,"881","1738000663492","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"n",,,,,
"File.Edit","t","","881","1738000663630","searchInLinkedList.java","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","t",,"882","1738000663631","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"t",,,,,
"File.Edit"," ","","882","1738000663757","searchInLinkedList.java","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"883","1738000663759","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",," ",,,,,
"File.Edit","=","","883","1738000663835","searchInLinkedList.java","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","=",,"884","1738000663837","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"=",,,,,
"File.Edit"," ","","884","1738000663988","searchInLinkedList.java","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"885","1738000663989","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Keystroke","n",,"886","1738000667959","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"n",,,,,
"X-Keystroke","u",,"887","1738000668136","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"u",,,,,
"X-Keystroke","l",,"888","1738000668239","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"l",,,,,
"X-Keystroke","l",,"889","1738000668761","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"l",,,,,
"X-Keystroke",";",,"890","1738000668980","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,";",,,,,
"X-Keystroke","n",,"886","1738000667959","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"n",,,,,
"X-Keystroke","u",,"887","1738000668136","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"u",,,,,
"X-Keystroke","l",,"888","1738000668239","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"l",,,,,
"X-Keystroke","l",,"889","1738000668761","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"l",,,,,
"X-Keystroke",";",,"890","1738000668980","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,";",,,,,
"File.Edit","n","","885","1738000667957","searchInLinkedList.java","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","n",,"886","1738000667959","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"n",,,,,
"File.Edit","u","","886","1738000668125","searchInLinkedList.java","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","u",,"887","1738000668136","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"u",,,,,
"File.Edit","l","","887","1738000668233","searchInLinkedList.java","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","l",,"888","1738000668239","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"l",,,,,
"File.Edit","l","","888","1738000668748","searchInLinkedList.java","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","l",,"889","1738000668761","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"l",,,,,
